1.00005 0
1.00015 0
1.00025 0
1.00035 0
1.00045 0
1.00055 0
1.00065 0
1.00075 0
1.00085 0
1.00095 0
1.00105 0
1.00115 0
1.00125 0
1.00135 0
1.00145 0
1.00155 0
1.00165 0
1.00175 0
1.00185 0
1.00195 0
1.00205 0
1.00215 0
1.00225 0
1.00235 0
1.00245 0
1.00255 0
1.00265 0
1.00275 0
1.00285 0
1.00295 0
1.00305 0
1.00315 0
1.00325 0
1.00335 0
1.00345 0
1.00355 0
1.00365 0
1.00375 0
1.00385 0
1.00395 0
1.00405 0
1.00415 0
1.00425 0
1.00435 0
1.00445 0
1.00455 0
1.00465 0
1.00475 0
1.00485 0
1.00495 0
1.00505 0
1.00515 0
1.00525 0
1.00535 0
1.00545 0
1.00555 0
1.00565 0
1.00575 0
1.00585 0
1.00595 0
1.00605 0
1.00615 0
1.00625 0
1.00635 0
1.00645 0
1.00655 0
1.00665 0
1.00675 0
1.00685 0
1.00695 0
1.00705 0
1.00715 0
1.00725 0
1.00735 0
1.00745 0
1.00755 0
1.00765 0
1.00775 0
1.00785 0
1.00795 0
1.00805 0
1.00815 0
1.00825 0
1.00835 0
1.00845 0
1.00855 0
1.00865 0
1.00875 0
1.00885 0
1.00895 0
1.00905 0
1.00915 0
1.00925 0
1.00935 0
1.00945 0
1.00955 0
1.00965 0
1.00975 0
1.00985 0
1.00995 0
1.01005 0
1.010152 0
1.010254 0
1.010357 0
1.010461 0
1.010566 0
1.010672 0
1.010778 0
1.010886 0
1.010995 0
1.011104 0
1.011215 0
1.011326 0
1.011439 0
1.011552 0
1.011667 0
1.011782 0
1.011899 0
1.012016 0
1.012135 0
1.012254 0
1.012375 0
1.012496 0
1.012619 0
1.012743 0
1.012868 0
1.012993 0
1.01312 0
1.013249 0
1.013378 0
1.013508 0
1.01364 0
1.013772 0
1.013906 0
1.014041 0
1.014177 0
1.014315 0
1.014453 0
1.014593 0
1.014734 0
1.014876 0
1.01502 0
1.015165 0
1.015311 0
1.015458 0
1.015606 0
1.015756 0
1.015907 0
1.01606 0
1.016214 0
1.016369 0
1.016525 0
1.016683 0
1.016843 0
1.017003 0
1.017165 0
1.017329 0
1.017494 0
1.01766 0
1.017828 0
1.017997 0
1.018168 0
1.01834 0
1.018514 0
1.018689 0
1.018866 0
1.019044 0
1.019224 0
1.019405 0
1.019589 0
1.019773 0
1.019959 0
1.020147 0
1.020337 0
1.020528 0
1.020721 0
1.020915 0
1.021112 0
1.02131 0
1.021509 0
1.021711 0
1.021914 0
1.022119 0
1.022326 0
1.022534 0
1.022745 0
1.022957 0
1.023171 0
1.023387 0
1.023605 0
1.023824 0
1.024046 0
1.02427 0
1.024495 0
1.024723 0
1.024952 0
1.025184 0
1.025417 0
1.025653 0
1.02589 0
1.02613 0
1.026372 0
1.026616 0
1.026862 0
1.02711 0
1.02736 0
1.027613 0
1.027868 0
1.028125 0
1.028384 0
1.028645 0
1.028909 0
1.029175 0
1.029444 0
1.029714 0
1.029987 0
1.030263 0
1.030541 0
1.030821 0
1.031104 0
1.031389 0
1.031677 0
1.031967 0
1.03226 0
1.032555 0
1.032853 0
1.033154 0
1.033457 0
1.033763 0
1.034071 0
1.034382 0
1.034696 0
1.035013 0
1.035332 0
1.035654 0
1.035979 0
1.036307 0
1.036638 0
1.036972 0
1.037308 0
1.037648 0
1.03799 0
1.038335 0
1.038684 0
1.039035 0
1.03939 0
1.039748 0
1.040108 0
1.040472 0
1.040839 0
1.04121 0
1.041583 0
1.04196 0
1.04234 0
1.042723 0
1.04311 0
1.0435 0
1.043894 0
1.044291 0
